"lineage","iteration","participant","trial","stim_color","stim_color_rescale","stim_frequency","RT","bounded","skew","condition"
"19",4,"cR703916",1,50,0.111111111111111,0.0333333333333333,936,"0","S","C"
"19",4,"cR703916",2,75,0.222222222222222,0.0333333333333333,860,"0","S","C"
"19",4,"cR703916",3,150,0.555555555555556,0.0666666666666667,723,"1","S","C"
"19",4,"cR703916",4,175,0.666666666666667,0.1,1061,"1","S","C"
"19",4,"cR703916",5,200,0.777777777777778,0.133333333333333,1101,"0","S","C"
"19",4,"cR703916",6,125,0.444444444444444,0.0666666666666667,693,"0","S","C"
"19",4,"cR703916",7,250,1,0.333333333333333,756,"0","S","C"
"19",4,"cR703916",8,100,0.333333333333333,0.0333333333333333,970,"0","S","C"
"19",4,"cR703916",9,225,0.888888888888889,0.166666666666667,1026,"0","S","C"
"19",4,"cR703916",10,25,0,0.0333333333333333,969,"0","S","C"
"19",6,"cR419417",1,225,0.888888888888889,0.166666666666667,916,"0","S","C"
"19",6,"cR419417",2,50,0.111111111111111,0.0333333333333333,1023,"0","S","C"
"19",6,"cR419417",3,150,0.555555555555556,0.0666666666666667,1254,"1","S","C"
"19",6,"cR419417",4,250,1,0.333333333333333,948,"0","S","C"
"19",6,"cR419417",5,75,0.222222222222222,0.0333333333333333,1163,"0","S","C"
"19",6,"cR419417",6,175,0.666666666666667,0.1,859,"0","S","C"
"19",6,"cR419417",7,100,0.333333333333333,0.0333333333333333,779,"0","S","C"
"19",6,"cR419417",8,125,0.444444444444444,0.0666666666666667,1079,"1","S","C"
"19",6,"cR419417",9,200,0.777777777777778,0.133333333333333,910,"0","S","C"
"19",6,"cR419417",10,25,0,0.0333333333333333,794,"0","S","C"
"s98788102",8,"iR849000",1,200,0.777777777777778,0.133333333333333,1319,"0","S","I"
"s98788102",8,"iR849000",2,25,0,0.0333333333333333,1111,"0","S","I"
"s98788102",8,"iR849000",3,50,0.111111111111111,0.0333333333333333,1108,"0","S","I"
"s98788102",8,"iR849000",4,175,0.666666666666667,0.1,1103,"0","S","I"
"s98788102",8,"iR849000",5,250,1,0.333333333333333,985,"1","S","I"
"s98788102",8,"iR849000",6,75,0.222222222222222,0.0333333333333333,1840,"1","S","I"
"s98788102",8,"iR849000",7,100,0.333333333333333,0.0333333333333333,1718,"1","S","I"
"s98788102",8,"iR849000",8,125,0.444444444444444,0.0666666666666667,1017,"0","S","I"
"s98788102",8,"iR849000",9,225,0.888888888888889,0.166666666666667,1784,"1","S","I"
"s98788102",8,"iR849000",10,150,0.555555555555556,0.0666666666666667,1205,"0","S","I"
"s68224617",6,"iU898134",1,50,0.111111111111111,0.1,5493,"1","U","I"
"s68224617",6,"iU898134",2,225,0.888888888888889,0.1,4513,"1","U","I"
"s68224617",6,"iU898134",3,75,0.222222222222222,0.1,1572,"1","U","I"
"s68224617",6,"iU898134",4,250,1,0.1,876,"1","U","I"
"s68224617",6,"iU898134",5,150,0.555555555555556,0.1,2589,"1","U","I"
"s68224617",6,"iU898134",6,100,0.333333333333333,0.1,1705,"1","U","I"
"s68224617",6,"iU898134",7,125,0.444444444444444,0.1,1975,"1","U","I"
"s68224617",6,"iU898134",8,25,0,0.1,1297,"1","U","I"
"s68224617",6,"iU898134",9,200,0.777777777777778,0.1,2442,"0","U","I"
"s68224617",6,"iU898134",10,175,0.666666666666667,0.1,1229,"0","U","I"
"s58950520",3,"iL926447",1,175,0.666666666666667,0.0333333333333333,1805,"1","S","I"
"s58950520",3,"iL926447",2,150,0.555555555555556,0.0666666666666667,1289,"0","S","I"
"s58950520",3,"iL926447",3,200,0.777777777777778,0.0333333333333333,2848,"1","S","I"
"s58950520",3,"iL926447",4,125,0.444444444444444,0.0666666666666667,1598,"1","S","I"
"s58950520",3,"iL926447",5,100,0.333333333333333,0.1,1186,"1","S","I"
"s58950520",3,"iL926447",6,75,0.222222222222222,0.133333333333333,1057,"0","S","I"
"s58950520",3,"iL926447",7,225,0.888888888888889,0.0333333333333333,1067,"1","S","I"
"s58950520",3,"iL926447",8,50,0.111111111111111,0.166666666666667,1164,"0","S","I"
"s58950520",3,"iL926447",9,250,1,0.0333333333333333,1038,"1","S","I"
"s58950520",3,"iL926447",10,25,0,0.333333333333333,993,"0","S","I"
"s87572895",6,"iR592094",1,150,0.555555555555556,0.0666666666666667,818,"0","S","I"
"s87572895",6,"iR592094",2,225,0.888888888888889,0.166666666666667,596,"1","S","I"
"s87572895",6,"iR592094",3,50,0.111111111111111,0.0333333333333333,681,"0","S","I"
"s87572895",6,"iR592094",4,100,0.333333333333333,0.0333333333333333,896,"1","S","I"
"s87572895",6,"iR592094",5,125,0.444444444444444,0.0666666666666667,505,"1","S","I"
"s87572895",6,"iR592094",6,200,0.777777777777778,0.133333333333333,751,"0","S","I"
"s87572895",6,"iR592094",7,75,0.222222222222222,0.0333333333333333,1072,"0","S","I"
"s87572895",6,"iR592094",8,25,0,0.0333333333333333,814,"0","S","I"
"s87572895",6,"iR592094",9,175,0.666666666666667,0.1,782,"0","S","I"
"s87572895",6,"iR592094",10,250,1,0.333333333333333,631,"1","S","I"
"12",8,"cU919743",1,225,0.888888888888889,0.1,1319,"1","U","C"
"12",8,"cU919743",2,75,0.222222222222222,0.1,900,"1","U","C"
"12",8,"cU919743",3,25,0,0.1,803,"0","U","C"
"12",8,"cU919743",4,125,0.444444444444444,0.1,378,"1","U","C"
"12",8,"cU919743",5,150,0.555555555555556,0.1,422,"1","U","C"
"12",8,"cU919743",6,250,1,0.1,1042,"0","U","C"
"12",8,"cU919743",7,50,0.111111111111111,0.1,1869,"0","U","C"
"12",8,"cU919743",8,175,0.666666666666667,0.1,935,"1","U","C"
"12",8,"cU919743",9,100,0.333333333333333,0.1,1630,"1","U","C"
"12",8,"cU919743",10,200,0.777777777777778,0.1,1110,"1","U","C"
"10",4,"cU505951",1,50,0.111111111111111,0.1,1059,"0","U","C"
"10",4,"cU505951",2,25,0,0.1,876,"0","U","C"
"10",4,"cU505951",3,200,0.777777777777778,0.1,3571,"1","U","C"
"10",4,"cU505951",4,125,0.444444444444444,0.1,1209,"0","U","C"
"10",4,"cU505951",5,150,0.555555555555556,0.1,842,"0","U","C"
"10",4,"cU505951",6,100,0.333333333333333,0.1,928,"0","U","C"
"10",4,"cU505951",7,225,0.888888888888889,0.1,1264,"1","U","C"
"10",4,"cU505951",8,75,0.222222222222222,0.1,855,"0","U","C"
"10",4,"cU505951",9,250,1,0.1,1655,"1","U","C"
"10",4,"cU505951",10,175,0.666666666666667,0.1,2913,"1","U","C"
"12",3,"cU912321",1,25,0,0.1,1491,"1","U","C"
"12",3,"cU912321",2,50,0.111111111111111,0.1,997,"1","U","C"
"12",3,"cU912321",3,250,1,0.1,1289,"1","U","C"
"12",3,"cU912321",4,100,0.333333333333333,0.1,1202,"0","U","C"
"12",3,"cU912321",5,225,0.888888888888889,0.1,1244,"1","U","C"
"12",3,"cU912321",6,175,0.666666666666667,0.1,760,"1","U","C"
"12",3,"cU912321",7,200,0.777777777777778,0.1,619,"0","U","C"
"12",3,"cU912321",8,75,0.222222222222222,0.1,1104,"0","U","C"
"12",3,"cU912321",9,125,0.444444444444444,0.1,851,"0","U","C"
"12",3,"cU912321",10,150,0.555555555555556,0.1,729,"1","U","C"
"40",5,"cL238016",1,175,0.666666666666667,0.0333333333333333,3688,"0","S","C"
"40",5,"cL238016",2,50,0.111111111111111,0.166666666666667,835,"0","S","C"
"40",5,"cL238016",3,200,0.777777777777778,0.0333333333333333,802,"0","S","C"
"40",5,"cL238016",4,25,0,0.333333333333333,863,"0","S","C"
"40",5,"cL238016",5,150,0.555555555555556,0.0666666666666667,1201,"1","S","C"
"40",5,"cL238016",6,225,0.888888888888889,0.0333333333333333,874,"0","S","C"
"40",5,"cL238016",7,250,1,0.0333333333333333,1080,"0","S","C"
"40",5,"cL238016",8,125,0.444444444444444,0.0666666666666667,1046,"1","S","C"
"40",5,"cL238016",9,100,0.333333333333333,0.1,830,"0","S","C"
"40",5,"cL238016",10,75,0.222222222222222,0.133333333333333,897,"0","S","C"
"s51398248",6,"iR763032",1,250,1,0.333333333333333,415,"1","S","I"
"s51398248",6,"iR763032",2,225,0.888888888888889,0.166666666666667,256,"1","S","I"
"s51398248",6,"iR763032",3,150,0.555555555555556,0.0666666666666667,190,"1","S","I"
"s51398248",6,"iR763032",4,100,0.333333333333333,0.0333333333333333,637,"0","S","I"
"s51398248",6,"iR763032",5,175,0.666666666666667,0.1,589,"1","S","I"
"s51398248",6,"iR763032",6,200,0.777777777777778,0.133333333333333,537,"0","S","I"
"s51398248",6,"iR763032",7,75,0.222222222222222,0.0333333333333333,671,"1","S","I"
"s51398248",6,"iR763032",8,125,0.444444444444444,0.0666666666666667,612,"1","S","I"
"s51398248",6,"iR763032",9,50,0.111111111111111,0.0333333333333333,769,"1","S","I"
"s51398248",6,"iR763032",10,25,0,0.0333333333333333,834,"1","S","I"
"s50571737",4,"iL573482",1,150,0.555555555555556,0.0666666666666667,1654,"1","S","I"
"s50571737",4,"iL573482",2,125,0.444444444444444,0.0666666666666667,819,"0","S","I"
"s50571737",4,"iL573482",3,250,1,0.0333333333333333,899,"0","S","I"
"s50571737",4,"iL573482",4,175,0.666666666666667,0.0333333333333333,848,"1","S","I"
"s50571737",4,"iL573482",5,50,0.111111111111111,0.166666666666667,813,"0","S","I"
"s50571737",4,"iL573482",6,225,0.888888888888889,0.0333333333333333,1062,"0","S","I"
"s50571737",4,"iL573482",7,25,0,0.333333333333333,793,"0","S","I"
"s50571737",4,"iL573482",8,75,0.222222222222222,0.133333333333333,755,"0","S","I"
"s50571737",4,"iL573482",9,100,0.333333333333333,0.1,780,"0","S","I"
"s50571737",4,"iL573482",10,200,0.777777777777778,0.0333333333333333,1088,"0","S","I"
"39",2,"cL512546",1,250,1,0.0333333333333333,2626,"0","S","C"
"39",2,"cL512546",2,150,0.555555555555556,0.0666666666666667,37227,"1","S","C"
"39",2,"cL512546",3,75,0.222222222222222,0.133333333333333,4839,"0","S","C"
"39",2,"cL512546",4,200,0.777777777777778,0.0333333333333333,1524,"0","S","C"
"39",2,"cL512546",5,50,0.111111111111111,0.166666666666667,7282,"1","S","C"
"39",2,"cL512546",6,175,0.666666666666667,0.0333333333333333,3784,"0","S","C"
"39",2,"cL512546",7,125,0.444444444444444,0.0666666666666667,2267,"1","S","C"
"39",2,"cL512546",8,100,0.333333333333333,0.1,8553,"0","S","C"
"39",2,"cL512546",9,225,0.888888888888889,0.0333333333333333,1644,"0","S","C"
"39",2,"cL512546",10,25,0,0.333333333333333,7532,"1","S","C"
"s57598239",4,"iU838884",1,100,0.333333333333333,0.1,1324,"0","U","I"
"s57598239",4,"iU838884",2,125,0.444444444444444,0.1,1231,"0","U","I"
"s57598239",4,"iU838884",3,150,0.555555555555556,0.1,1610,"1","U","I"
"s57598239",4,"iU838884",4,250,1,0.1,1520,"0","U","I"
"s57598239",4,"iU838884",5,50,0.111111111111111,0.1,1101,"0","U","I"
"s57598239",4,"iU838884",6,225,0.888888888888889,0.1,955,"0","U","I"
"s57598239",4,"iU838884",7,200,0.777777777777778,0.1,1002,"0","U","I"
"s57598239",4,"iU838884",8,175,0.666666666666667,0.1,969,"1","U","I"
"s57598239",4,"iU838884",9,25,0,0.1,1593,"0","U","I"
"s57598239",4,"iU838884",10,75,0.222222222222222,0.1,556,"0","U","I"
"24",3,"cR746032",1,150,0.555555555555556,0.0666666666666667,1263,"0","S","C"
"24",3,"cR746032",2,25,0,0.0333333333333333,942,"0","S","C"
"24",3,"cR746032",3,225,0.888888888888889,0.166666666666667,1816,"1","S","C"
"24",3,"cR746032",4,200,0.777777777777778,0.133333333333333,3894,"1","S","C"
"24",3,"cR746032",5,250,1,0.333333333333333,961,"0","S","C"
"24",3,"cR746032",6,75,0.222222222222222,0.0333333333333333,1953,"1","S","C"
"24",3,"cR746032",7,125,0.444444444444444,0.0666666666666667,1261,"0","S","C"
"24",3,"cR746032",8,100,0.333333333333333,0.0333333333333333,1040,"0","S","C"
"24",3,"cR746032",9,50,0.111111111111111,0.0333333333333333,1490,"1","S","C"
"24",3,"cR746032",10,175,0.666666666666667,0.1,6473,"0","S","C"
"s45942814",4,"iU103436",1,225,0.888888888888889,0.1,1646,"0","U","I"
"s45942814",4,"iU103436",2,25,0,0.1,878,"0","U","I"
"s45942814",4,"iU103436",3,250,1,0.1,897,"0","U","I"
"s45942814",4,"iU103436",4,100,0.333333333333333,0.1,851,"0","U","I"
"s45942814",4,"iU103436",5,50,0.111111111111111,0.1,612,"0","U","I"
"s45942814",4,"iU103436",6,125,0.444444444444444,0.1,908,"0","U","I"
"s45942814",4,"iU103436",7,200,0.777777777777778,0.1,1449,"1","U","I"
"s45942814",4,"iU103436",8,75,0.222222222222222,0.1,554,"0","U","I"
"s45942814",4,"iU103436",9,175,0.666666666666667,0.1,544,"1","U","I"
"s45942814",4,"iU103436",10,150,0.555555555555556,0.1,494,"0","U","I"
"s93903724",4,"iU460793",1,25,0,0.1,830,"0","U","I"
"s93903724",4,"iU460793",2,200,0.777777777777778,0.1,1008,"0","U","I"
"s93903724",4,"iU460793",3,150,0.555555555555556,0.1,3679,"1","U","I"
"s93903724",4,"iU460793",4,125,0.444444444444444,0.1,968,"0","U","I"
"s93903724",4,"iU460793",5,75,0.222222222222222,0.1,997,"0","U","I"
"s93903724",4,"iU460793",6,250,1,0.1,1079,"1","U","I"
"s93903724",4,"iU460793",7,225,0.888888888888889,0.1,717,"1","U","I"
"s93903724",4,"iU460793",8,175,0.666666666666667,0.1,1372,"1","U","I"
"s93903724",4,"iU460793",9,100,0.333333333333333,0.1,1187,"0","U","I"
"s93903724",4,"iU460793",10,50,0.111111111111111,0.1,900,"0","U","I"
"44",8,"cL974803",1,50,0.111111111111111,0.166666666666667,1076,"0","S","C"
"44",8,"cL974803",2,75,0.222222222222222,0.133333333333333,1092,"0","S","C"
"44",8,"cL974803",3,100,0.333333333333333,0.1,1045,"0","S","C"
"44",8,"cL974803",4,150,0.555555555555556,0.0666666666666667,1945,"1","S","C"
"44",8,"cL974803",5,200,0.777777777777778,0.0333333333333333,1231,"0","S","C"
"44",8,"cL974803",6,125,0.444444444444444,0.0666666666666667,1044,"1","S","C"
"44",8,"cL974803",7,25,0,0.333333333333333,990,"0","S","C"
"44",8,"cL974803",8,250,1,0.0333333333333333,1162,"0","S","C"
"44",8,"cL974803",9,175,0.666666666666667,0.0333333333333333,1512,"0","S","C"
"44",8,"cL974803",10,225,0.888888888888889,0.0333333333333333,1192,"0","S","C"
"s50956200",2,"iL768200",1,75,0.222222222222222,0.133333333333333,969,"0","S","I"
"s50956200",2,"iL768200",2,100,0.333333333333333,0.1,796,"0","S","I"
"s50956200",2,"iL768200",3,175,0.666666666666667,0.0333333333333333,1180,"1","S","I"
"s50956200",2,"iL768200",4,225,0.888888888888889,0.0333333333333333,992,"0","S","I"
"s50956200",2,"iL768200",5,200,0.777777777777778,0.0333333333333333,1251,"0","S","I"
"s50956200",2,"iL768200",6,25,0,0.333333333333333,709,"0","S","I"
"s50956200",2,"iL768200",7,125,0.444444444444444,0.0666666666666667,1400,"0","S","I"
"s50956200",2,"iL768200",8,50,0.111111111111111,0.166666666666667,913,"0","S","I"
"s50956200",2,"iL768200",9,250,1,0.0333333333333333,1178,"0","S","I"
"s50956200",2,"iL768200",10,150,0.555555555555556,0.0666666666666667,2100,"1","S","I"
"s11238472",6,"iR643497",1,150,0.555555555555556,0.0666666666666667,1473,"1","S","I"
"s11238472",6,"iR643497",2,25,0,0.0333333333333333,847,"0","S","I"
"s11238472",6,"iR643497",3,200,0.777777777777778,0.133333333333333,962,"0","S","I"
"s11238472",6,"iR643497",4,250,1,0.333333333333333,668,"0","S","I"
"s11238472",6,"iR643497",5,50,0.111111111111111,0.0333333333333333,832,"0","S","I"
"s11238472",6,"iR643497",6,75,0.222222222222222,0.0333333333333333,822,"0","S","I"
"s11238472",6,"iR643497",7,175,0.666666666666667,0.1,705,"1","S","I"
"s11238472",6,"iR643497",8,100,0.333333333333333,0.0333333333333333,912,"1","S","I"
"s11238472",6,"iR643497",9,225,0.888888888888889,0.166666666666667,908,"0","S","I"
"s11238472",6,"iR643497",10,125,0.444444444444444,0.0666666666666667,733,"1","S","I"
"34",3,"cL549222",1,225,0.888888888888889,0.0333333333333333,682,"0","S","C"
"34",3,"cL549222",2,50,0.111111111111111,0.166666666666667,364,"0","S","C"
"34",3,"cL549222",3,75,0.222222222222222,0.133333333333333,502,"0","S","C"
"34",3,"cL549222",4,125,0.444444444444444,0.0666666666666667,296,"0","S","C"
"34",3,"cL549222",5,200,0.777777777777778,0.0333333333333333,995,"1","S","C"
"34",3,"cL549222",6,250,1,0.0333333333333333,503,"0","S","C"
"34",3,"cL549222",7,25,0,0.333333333333333,347,"0","S","C"
"34",3,"cL549222",8,150,0.555555555555556,0.0666666666666667,519,"0","S","C"
"34",3,"cL549222",9,100,0.333333333333333,0.1,914,"0","S","C"
"34",3,"cL549222",10,175,0.666666666666667,0.0333333333333333,1298,"1","S","C"
"s87756386",5,"iL920392",1,175,0.666666666666667,0.0333333333333333,866,"0","S","I"
"s87756386",5,"iL920392",2,150,0.555555555555556,0.0666666666666667,543,"0","S","I"
"s87756386",5,"iL920392",3,50,0.111111111111111,0.166666666666667,495,"0","S","I"
"s87756386",5,"iL920392",4,125,0.444444444444444,0.0666666666666667,530,"0","S","I"
"s87756386",5,"iL920392",5,25,0,0.333333333333333,516,"0","S","I"
"s87756386",5,"iL920392",6,100,0.333333333333333,0.1,541,"0","S","I"
"s87756386",5,"iL920392",7,225,0.888888888888889,0.0333333333333333,1285,"1","S","I"
"s87756386",5,"iL920392",8,75,0.222222222222222,0.133333333333333,601,"0","S","I"
"s87756386",5,"iL920392",9,200,0.777777777777778,0.0333333333333333,598,"1","S","I"
"s87756386",5,"iL920392",10,250,1,0.0333333333333333,678,"0","S","I"
"36",3,"cL418821",1,25,0,0.333333333333333,963,"0","S","C"
"36",3,"cL418821",2,150,0.555555555555556,0.0666666666666667,1329,"0","S","C"
"36",3,"cL418821",3,200,0.777777777777778,0.0333333333333333,757,"1","S","C"
"36",3,"cL418821",4,75,0.222222222222222,0.133333333333333,2326,"1","S","C"
"36",3,"cL418821",5,50,0.111111111111111,0.166666666666667,789,"0","S","C"
"36",3,"cL418821",6,100,0.333333333333333,0.1,911,"1","S","C"
"36",3,"cL418821",7,250,1,0.0333333333333333,1280,"0","S","C"
"36",3,"cL418821",8,225,0.888888888888889,0.0333333333333333,2093,"1","S","C"
"36",3,"cL418821",9,125,0.444444444444444,0.0666666666666667,815,"0","S","C"
"36",3,"cL418821",10,175,0.666666666666667,0.0333333333333333,803,"0","S","C"
"2",3,"cU690733",1,150,0.555555555555556,0.1,1552,"0","U","C"
"2",3,"cU690733",2,75,0.222222222222222,0.1,1009,"0","U","C"
"2",3,"cU690733",3,100,0.333333333333333,0.1,978,"1","U","C"
"2",3,"cU690733",4,125,0.444444444444444,0.1,1594,"1","U","C"
"2",3,"cU690733",5,225,0.888888888888889,0.1,924,"0","U","C"
"2",3,"cU690733",6,200,0.777777777777778,0.1,844,"0","U","C"
"2",3,"cU690733",7,25,0,0.1,911,"0","U","C"
"2",3,"cU690733",8,175,0.666666666666667,0.1,1046,"0","U","C"
"2",3,"cU690733",9,250,1,0.1,888,"0","U","C"
"2",3,"cU690733",10,50,0.111111111111111,0.1,1014,"0","U","C"
"s10673156",2,"iU731688",1,150,0.555555555555556,0.1,1716,"0","U","I"
"s10673156",2,"iU731688",2,25,0,0.1,1221,"1","U","I"
"s10673156",2,"iU731688",3,200,0.777777777777778,0.1,1102,"0","U","I"
"s10673156",2,"iU731688",4,250,1,0.1,1079,"1","U","I"
"s10673156",2,"iU731688",5,50,0.111111111111111,0.1,1216,"1","U","I"
"s10673156",2,"iU731688",6,75,0.222222222222222,0.1,1367,"0","U","I"
"s10673156",2,"iU731688",7,125,0.444444444444444,0.1,1164,"0","U","I"
"s10673156",2,"iU731688",8,175,0.666666666666667,0.1,1270,"0","U","I"
"s10673156",2,"iU731688",9,100,0.333333333333333,0.1,1492,"0","U","I"
"s10673156",2,"iU731688",10,225,0.888888888888889,0.1,1906,"1","U","I"
"s49058242",3,"iU759166",1,125,0.444444444444444,0.1,666,"1","U","I"
"s49058242",3,"iU759166",2,50,0.111111111111111,0.1,533,"0","U","I"
"s49058242",3,"iU759166",3,225,0.888888888888889,0.1,782,"0","U","I"
"s49058242",3,"iU759166",4,25,0,0.1,587,"0","U","I"
"s49058242",3,"iU759166",5,250,1,0.1,435,"0","U","I"
"s49058242",3,"iU759166",6,150,0.555555555555556,0.1,1237,"0","U","I"
"s49058242",3,"iU759166",7,100,0.333333333333333,0.1,459,"1","U","I"
"s49058242",3,"iU759166",8,200,0.777777777777778,0.1,320,"0","U","I"
"s49058242",3,"iU759166",9,75,0.222222222222222,0.1,504,"0","U","I"
"s49058242",3,"iU759166",10,175,0.666666666666667,0.1,939,"0","U","I"
"10",2,"cU456800",1,175,0.666666666666667,0.1,1541,"1","U","C"
"10",2,"cU456800",2,200,0.777777777777778,0.1,894,"0","U","C"
"10",2,"cU456800",3,25,0,0.1,565,"0","U","C"
"10",2,"cU456800",4,150,0.555555555555556,0.1,1701,"1","U","C"
"10",2,"cU456800",5,225,0.888888888888889,0.1,777,"1","U","C"
"10",2,"cU456800",6,125,0.444444444444444,0.1,1047,"0","U","C"
"10",2,"cU456800",7,50,0.111111111111111,0.1,828,"1","U","C"
"10",2,"cU456800",8,250,1,0.1,1029,"1","U","C"
"10",2,"cU456800",9,100,0.333333333333333,0.1,950,"1","U","C"
"10",2,"cU456800",10,75,0.222222222222222,0.1,1603,"1","U","C"
"s30010022",3,"iR229712",1,100,0.333333333333333,0.0333333333333333,880,"0","S","I"
"s30010022",3,"iR229712",2,250,1,0.333333333333333,789,"0","S","I"
"s30010022",3,"iR229712",3,125,0.444444444444444,0.0666666666666667,760,"0","S","I"
"s30010022",3,"iR229712",4,200,0.777777777777778,0.133333333333333,1130,"0","S","I"
"s30010022",3,"iR229712",5,25,0,0.0333333333333333,771,"0","S","I"
"s30010022",3,"iR229712",6,75,0.222222222222222,0.0333333333333333,1843,"0","S","I"
"s30010022",3,"iR229712",7,225,0.888888888888889,0.166666666666667,872,"0","S","I"
"s30010022",3,"iR229712",8,150,0.555555555555556,0.0666666666666667,2059,"1","S","I"
"s30010022",3,"iR229712",9,175,0.666666666666667,0.1,1078,"1","S","I"
"s30010022",3,"iR229712",10,50,0.111111111111111,0.0333333333333333,682,"0","S","I"
"s30010022",1,"iR229712",1,175,0.666666666666667,0.1,895,"0","S","I"
"s30010022",1,"iR229712",2,50,0.111111111111111,0.0333333333333333,697,"0","S","I"
"s30010022",1,"iR229712",3,150,0.555555555555556,0.0666666666666667,941,"1","S","I"
"s30010022",1,"iR229712",4,200,0.777777777777778,0.133333333333333,835,"0","S","I"
"s30010022",1,"iR229712",5,225,0.888888888888889,0.166666666666667,749,"0","S","I"
"s30010022",1,"iR229712",6,100,0.333333333333333,0.0333333333333333,584,"0","S","I"
"s30010022",1,"iR229712",7,250,1,0.333333333333333,667,"0","S","I"
"s30010022",1,"iR229712",8,125,0.444444444444444,0.0666666666666667,1764,"1","S","I"
"s30010022",1,"iR229712",9,75,0.222222222222222,0.0333333333333333,868,"0","S","I"
"s30010022",1,"iR229712",10,25,0,0.0333333333333333,795,"0","S","I"
"s69396298",3,"iL701645",1,100,0.333333333333333,0.1,2284,"0","S","I"
"s69396298",3,"iL701645",2,150,0.555555555555556,0.0666666666666667,1277,"1","S","I"
"s69396298",3,"iL701645",3,50,0.111111111111111,0.166666666666667,9983,"1","S","I"
"s69396298",3,"iL701645",4,75,0.222222222222222,0.133333333333333,1518,"1","S","I"
"s69396298",3,"iL701645",5,200,0.777777777777778,0.0333333333333333,1316,"1","S","I"
"s69396298",3,"iL701645",6,25,0,0.333333333333333,915,"1","S","I"
"s69396298",3,"iL701645",7,225,0.888888888888889,0.0333333333333333,1258,"0","S","I"
"s69396298",3,"iL701645",8,125,0.444444444444444,0.0666666666666667,1106,"1","S","I"
"s69396298",3,"iL701645",9,175,0.666666666666667,0.0333333333333333,1823,"1","S","I"
"s69396298",3,"iL701645",10,250,1,0.0333333333333333,1035,"0","S","I"
"s34163675",1,"iR925144",1,175,0.666666666666667,0.1,3969,"0","S","I"
"s34163675",1,"iR925144",2,100,0.333333333333333,0.0333333333333333,5473,"1","S","I"
"s34163675",1,"iR925144",3,250,1,0.333333333333333,1200,"0","S","I"
"s34163675",1,"iR925144",4,50,0.111111111111111,0.0333333333333333,1675,"1","S","I"
"s34163675",1,"iR925144",5,225,0.888888888888889,0.166666666666667,1162,"1","S","I"
"s34163675",1,"iR925144",6,150,0.555555555555556,0.0666666666666667,1249,"0","S","I"
"s34163675",1,"iR925144",7,75,0.222222222222222,0.0333333333333333,1878,"1","S","I"
"s34163675",1,"iR925144",8,200,0.777777777777778,0.133333333333333,4528,"1","S","I"
"s34163675",1,"iR925144",9,125,0.444444444444444,0.0666666666666667,2450,"0","S","I"
"s34163675",1,"iR925144",10,25,0,0.0333333333333333,6892,"1","S","I"
"2",2,"cU297280",1,225,0.888888888888889,0.1,1133,"0","U","C"
"2",2,"cU297280",2,125,0.444444444444444,0.1,731,"1","U","C"
"2",2,"cU297280",3,100,0.333333333333333,0.1,673,"0","U","C"
"2",2,"cU297280",4,250,1,0.1,506,"0","U","C"
"2",2,"cU297280",5,50,0.111111111111111,0.1,1047,"1","U","C"
"2",2,"cU297280",6,175,0.666666666666667,0.1,421,"0","U","C"
"2",2,"cU297280",7,75,0.222222222222222,0.1,492,"1","U","C"
"2",2,"cU297280",8,150,0.555555555555556,0.1,616,"1","U","C"
"2",2,"cU297280",9,25,0,0.1,608,"1","U","C"
"2",2,"cU297280",10,200,0.777777777777778,0.1,475,"0","U","C"
"s16342858",1,"iR665104",1,175,0.666666666666667,0.1,2157,"1","S","I"
"s16342858",1,"iR665104",2,250,1,0.333333333333333,851,"0","S","I"
"s16342858",1,"iR665104",3,100,0.333333333333333,0.0333333333333333,824,"0","S","I"
"s16342858",1,"iR665104",4,225,0.888888888888889,0.166666666666667,833,"0","S","I"
"s16342858",1,"iR665104",5,25,0,0.0333333333333333,1082,"0","S","I"
"s16342858",1,"iR665104",6,150,0.555555555555556,0.0666666666666667,1309,"0","S","I"
"s16342858",1,"iR665104",7,125,0.444444444444444,0.0666666666666667,1489,"0","S","I"
"s16342858",1,"iR665104",8,50,0.111111111111111,0.0333333333333333,1070,"0","S","I"
"s16342858",1,"iR665104",9,75,0.222222222222222,0.0333333333333333,995,"0","S","I"
"s16342858",1,"iR665104",10,200,0.777777777777778,0.133333333333333,1129,"1","S","I"
"s66062210",1,"iU329183",1,200,0.777777777777778,0.1,1192,"0","U","I"
"s66062210",1,"iU329183",2,100,0.333333333333333,0.1,1906,"0","U","I"
"s66062210",1,"iU329183",3,175,0.666666666666667,0.1,1291,"0","U","I"
"s66062210",1,"iU329183",4,125,0.444444444444444,0.1,1561,"1","U","I"
"s66062210",1,"iU329183",5,25,0,0.1,1069,"0","U","I"
"s66062210",1,"iU329183",6,50,0.111111111111111,0.1,596,"0","U","I"
"s66062210",1,"iU329183",7,250,1,0.1,1142,"0","U","I"
"s66062210",1,"iU329183",8,75,0.222222222222222,0.1,1185,"0","U","I"
"s66062210",1,"iU329183",9,150,0.555555555555556,0.1,1227,"1","U","I"
"s66062210",1,"iU329183",10,225,0.888888888888889,0.1,796,"0","U","I"
"s71133050",1,"iU443318",1,50,0.111111111111111,0.1,716,"1","U","I"
"s71133050",1,"iU443318",2,225,0.888888888888889,0.1,514,"0","U","I"
"s71133050",1,"iU443318",3,125,0.444444444444444,0.1,271,"1","U","I"
