"","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"23","iL920392","s87756386","I","L",NA,NA,NA,"seb","nuk",5,TRUE,TRUE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,1,1,1,1,0,0",10,"1,0,0,6,0,0,1,3,9,3,4,2,2,1,0,0,0,8,0,1,0,3,0,4,5,2,1,7,2,5","6,5,1,4,0,3,8,2,7,9","1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0","1227,1857,486,976,2737,686,504,687,773,539,938,587,497,613,533,504,515,782,959,567,508,854,605,749,759,853,774,6654,1485,1512","866,543,495,530,516,541,1285,601,598,678",24272,382,20667,2105,193892,1069599,18,"13:06:44 07/09/19 UTC","Tue Jul 09 2019 09:06:44 GMT-0400 (Eastern Daylight Time)","13:06:44 07/09/19 UTC",0,"category_change_1","13:24:10 07/09/19 UTC","no","1111111100","1111111100","1111111100","1111111100",1,1,0,8,8,0,0.2,0.2,0,"s87756386",5
"24","cL418821","s33577560","C","L",36,3,"cL744960","dap","mig",1,TRUE,FALSE,"1,1,0,0,0,0,0,0,1,1","1,1,1,0,0,0,0,0,1,1",9,"0,0,1,5,0,1,0,3,3,3,0,4,4,1,2,0,7,5,0,1,2,9,1,0,6,0,8,0,2,2","0,5,7,2,1,3,9,8,4,6","1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0","1,0,0,1,1,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4427,1361,1011,1437,978,840,987,1287,1150,1045,1255,1038,968,1049,2336,938,652,934,965,1180,1545,1095,2012,1185,845,1222,941,1163,1151,1563","963,1329,757,2326,789,911,1280,2093,815,803",4401,146,33134,12952,223181,273815,5,"13:25:10 07/09/19 UTC","Tue Jul 09 2019 08:25:10 GMT-0500 (Central Daylight Time)","13:25:10 07/09/19 UTC",0,"category_change_1","13:29:40 07/09/19 UTC","no","1110000011","1110000011","1100000011","1100000011",2,2,0,5,4,1,0.4,0.5,0.1,"36",3
"25","cU690733","s93898693","C","U",2,3,"cU297280","vit","lem",1,TRUE,FALSE,"0,1,0,0,0,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",8,"4,7,0,3,5,9,0,0,1,8,3,4,1,6,7,6,2,9,4,8,1,6,7,2,3,8,2,5,5,9","5,2,3,4,8,7,0,6,9,1","0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1","1,0,0,1,1,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3840,13970,1117,1734,1157,1019,870,952,1202,1285,1215,1117,749,1206,1020,933,1041,916,1370,1186,1146,1095,1336,1021,1018,1064,830,1219,1388,1037","1552,1009,978,1594,924,844,911,1046,888,1014",4473,184,34432,3386,232094,274570,5,"13:27:44 07/09/19 UTC","Tue Jul 09 2019 08:27:43 GMT-0500 (Central Daylight Time)","13:27:43 07/09/19 UTC",1,"category_change_1","13:32:14 07/09/19 UTC","no","0000111111","1111000000","0100011111","1011100000",1,3,-2,4,4,0,0.4,0.4,0,"2",3
"26","iU731688","s10673156","I","U",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"0,0,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,1,1,0",8,"7,9,5,4,6,7,6,0,4,1,7,0,1,2,6,3,1,3,8,0,2,9,8,9,8,2,5,3,4,5","5,0,7,9,1,2,4,6,3,8","1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1","1,0,1,0,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0","0,0,0,0,1,0,0,0,0,0","1764,1743,8644,3390,2292,2540,1649,1841,1839,1628,1539,921,1407,1934,2209,2780,1207,1054,1632,1143,1452,1404,2024,1452,1206,1470,1084,1759,1056,978","1716,1221,1102,1079,1216,1367,1164,1270,1492,1906",9884,497,41489,12351,288859,2297343,NA,"13:11:44 07/09/19 UTC","Tue Jul 09 2019 18:41:44 GMT 0530 (India Standard Time)","13:11:44 07/09/19 UTC",0,"category_change_1","13:49:52 07/09/19 UTC","no","0111111110","1000000001","0011111100","1100000011",2,2,0,2,4,-2,0.4,0.2,-0.2,"s10673156",2
"27","iU759166","s49058242","I","U",NA,NA,NA,"vit","lem",3,TRUE,TRUE,"0,0,0,0,1,1,1,1,1,1","0,0,0,0,1,1,1,1,1,1",10,"8,4,5,5,0,6,5,2,6,8,0,8,3,4,7,1,1,7,2,3,0,3,9,4,2,1,7,9,6,9","4,1,8,0,9,5,3,7,2,6","1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1","1,0,1,0,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,1,0,0","981,653,843,554,544,638,588,1059,763,858,742,640,2974,745,894,670,718,936,751,1064,4988,44890,1140,1036,6571,1290,39879,818,620,7103","666,533,782,587,435,1237,459,320,504,939",6732,400,29926,28478,744156,1570525,26,"13:04:58 07/09/19 UTC","Tue Jul 09 2019 09:04:58 GMT-0400 (Eastern Daylight Time)","13:04:58 07/09/19 UTC",0,"category_change_1","13:31:02 07/09/19 UTC","no","0000111111","1111000000","0000111111","1111000000",1,1,0,4,4,0,0.4,0.4,0,"s49058242",3
"28","cU456800","s66135929","C","U",10,2,"cU963496","gos","tef",1,TRUE,FALSE,"0,1,0,1,0,0,1,1,1,0","0,0,1,0,0,0,1,1,1,0",7,"5,3,4,6,1,9,1,5,6,0,8,2,8,3,0,4,7,9,2,3,6,0,1,9,4,5,7,2,8,7","6,7,0,5,8,4,1,9,3,2","0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1","1,1,0,0,1,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,1,0","2003,817,1160,1249,1855,1400,737,1379,5145,7177,734,642,898,828,978,1220,434,1047,1081,867,855,911,3521,1284,1070,856,1414,892,917,913","1541,894,565,1701,777,1047,828,1029,950,1603",20461,283,39534,12340,273098,345716,6,"13:12:44 07/09/19 UTC","Tue Jul 09 2019 09:12:43 GMT-0400 (Eastern Daylight Time)","13:12:43 07/09/19 UTC",0,"category_change_1","13:18:10 07/09/19 UTC","no","0010001110","1101110001","0101001110","1010110001",4,6,-2,6,5,1,0.5,0.4,-0.1,"10",2
"29","iR229712","s30010022","I","R",NA,NA,NA,"dap","mig",3,TRUE,TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,"5,7,8,9,6,9,9,7,2,9,6,7,9,1,8,3,9,4,8,5,4,8,0,9,9,9,9,8,6,7","3,9,4,7,0,2,8,5,6,1","0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0","1,0,1,0,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1094,1054,3133,728,756,949,723,729,901,590,1129,997,987,1037,1126,771,644,1663,844,1762,763,873,1061,4170,1188,910,2559,861,832,922","880,789,760,1130,771,1843,872,2059,1078,682",8702,302,82992,85381,222268,857977,14,"13:04:57 07/09/19 UTC","Tue Jul 09 2019 08:04:56 GMT-0500 (Central Daylight Time)","13:04:56 07/09/19 UTC",0,"category_change_1","13:19:06 07/09/19 UTC","no","1111110000","1111110000","1111110000","1111110000",1,1,0,6,6,0,0.4,0.4,0,"s30010022",3
"30","iR229712","s30010022","I","R",NA,NA,NA,"dap","mig",1,FALSE,FALSE,"1,0,1,1,1,1,0,0,0,0","1,1,1,1,1,0,0,0,0,0",8,"9,9,6,8,9,6,9,7,6,7,5,4,9,3,8,8,9,8,8,2,9,9,1,7,9,7,5,4,0,9","6,1,5,7,8,3,9,4,2,0","0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0","0,1,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3255,998,1325,1512,1701,1552,1110,1228,1067,1025,1966,1135,906,871,1092,976,1020,932,1306,856,869,679,846,881,897,1304,4057,879,1049,676","895,697,941,835,749,584,667,1764,868,795",8702,302,82992,85381,231464,408841,NA,"13:04:57 07/09/19 UTC","Tue Jul 09 2019 08:04:56 GMT-0500 (Central Daylight Time)","13:04:56 07/09/19 UTC",0,"category_change_1","13:11:37 07/09/19 UTC","no","1111100000","1111100000","1011110000","1011110000",1,3,-2,5,5,0,0.5,0.5,0,"s30010022",1
"31","iL701645","s69396298","I","L",NA,NA,NA,"pon","fud",3,FALSE,FALSE,"1,0,1,1,1,1,0,0,1,0","1,0,1,1,1,0,1,0,0,0",7,"3,0,0,8,2,5,0,0,1,0,0,9,2,0,3,4,1,0,4,0,2,2,5,7,0,1,3,6,1,1","3,5,1,2,7,0,8,4,6,9","1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0","1,0,0,1,0,1,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0","0,0,0,0,0,0,0,0,0,0","1233,1033,854,986,1404,1232,850,654,1061,991,887,1102,1435,1099,2064,1092,1077,1187,1316,816,1551,1006,960,1050,872,1385,1130,1111,1526,1242","2284,1277,9983,1518,1316,915,1258,1106,1823,1035",7362,282,30899,14731,223868,765879,NA,"13:03:43 07/09/19 UTC","Tue Jul 09 2019 09:03:45 GMT-0400 (Eastern Daylight Time)","13:03:45 07/09/19 UTC",0,"category_change_1","13:16:21 07/09/19 UTC","no","1011101000","1011101000","1011110010","1011110010",5,5,0,5,6,-1,0.4,0.5,0.1,"s69396298",3
"32","iR925144","s34163675","I","R",NA,NA,NA,"seb","nuk",1,FALSE,FALSE,"1,1,0,0,1,1,0,1,0,0","1,0,0,1,1,1,1,1,0,0",7,"9,8,5,8,1,0,9,9,4,3,6,9,4,6,9,7,8,8,9,6,7,9,9,9,9,7,2,5,8,7","6,3,9,1,8,5,2,7,4,0","0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1","1,1,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2496,3115,1669,1570,1435,1481,1108,1168,1510,1177,1957,1206,1730,1743,1122,1845,2709,1246,1489,2834,1332,1514,1587,1163,1320,2768,1165,4281,1463,1614","3969,5473,1200,1675,1162,1249,1878,4528,2450,6892",8704,366,58324,52146,277739,397279,NA,"13:07:26 07/09/19 UTC","Tue Jul 09 2019 16:07:26 GMT 0300 (Ora standard di Mosca)","13:07:26 07/09/19 UTC",0,"category_change_1","13:13:54 07/09/19 UTC","no","1001111100","1001111100","1100110100","1100110100",3,5,-2,6,5,1,0.5,0.4,-0.1,"s34163675",1
"33","cU297280","s39021336","C","U",2,2,"cU755553","vit","lem",1,TRUE,FALSE,"0,1,1,0,1,1,1,0,1,1","0,1,0,0,0,1,1,1,1,1",7,"0,0,4,3,7,2,1,5,2,1,9,6,7,5,0,6,8,1,6,7,8,9,9,5,2,4,4,3,8,3","8,4,3,9,1,6,2,5,0,7","0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1","1,0,0,1,1,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","6170,950,895,968,701,813,852,1056,852,951,585,756,692,886,858,962,727,669,750,1152,913,582,704,870,970,1039,792,831,1213,711","1133,731,673,506,1047,421,492,616,608,475",6332,165,93199,19753,254193,373642,6,"13:21:31 07/09/19 UTC","Tue Jul 09 2019 09:21:29 GMT-0400 (Eastern Daylight Time)","13:21:29 07/09/19 UTC",1,"category_change_1","13:27:38 07/09/19 UTC","no","0100011111","1011100000","0110111011","1001000100",3,5,-2,4,3,1,0.3,0.4,0.1,"2",2
"34","iR665104","s16342858","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"1,1,0,1,1,0,0,0,1,0","1,1,1,1,1,1,1,0,0,0",6,"7,3,7,9,9,9,9,8,1,9,0,7,7,9,8,6,5,8,8,2,5,4,6,8,9,9,4,9,9,6","6,9,3,8,0,5,4,1,2,7","1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1","1,0,1,0,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2074,1504,1492,1223,1118,1081,1546,1087,1624,1083,1513,2234,3614,1182,1459,2309,1253,1272,1355,828,1534,1039,909,1353,1464,16046,1122,826,1139,1369","2157,851,824,833,1082,1309,1489,1070,995,1129",24603,2604,40420,14305,272894,354827,NA,"13:12:14 07/09/19 UTC","Tue Jul 09 2019 08:12:14 GMT-0500 (Central Daylight Time)","13:12:14 07/09/19 UTC",1,"category_change_1","13:17:44 07/09/19 UTC","no","1111111000","1111111000","1101100010","1101100010",1,5,-4,7,5,2,0.5,0.3,-0.2,"s16342858",1
"35","iU329183","s66062210","I","U",NA,NA,NA,"vit","lem",1,FALSE,FALSE,"1,1,1,0,1,0,1,0,0,0","1,1,1,1,1,0,0,0,0,0",8,"3,5,9,4,3,6,1,7,7,6,3,5,4,9,8,4,5,8,2,1,6,1,9,7,8,0,2,0,0,2","7,3,6,4,0,1,9,2,5,8","0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1","0,1,0,1,1,1,0,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0","4173,1158,1068,1300,1047,2164,1357,1194,1667,1137,1143,1460,2373,1426,1282,1219,1159,1240,951,2119,1085,1051,1193,1331,1261,1119,1332,1010,1001,1229","1192,1906,1291,1561,1069,596,1142,1185,1227,796",11443,316,29813,28411,238736,308719,NA,"13:10:22 07/09/19 UTC","Tue Jul 09 2019 09:10:23 GMT-0400 (Eastern Daylight Time)","13:10:23 07/09/19 UTC",0,"category_change_1","13:15:19 07/09/19 UTC","no","1111100000","1111100000","1110101000","1110101000",1,5,-4,5,5,0,0.5,0.5,0,"s66062210",1
"36","iU443318","s71133050","I","U",NA,NA,NA,"gos","tef",1,FALSE,FALSE,"1,0,1,0,1,0,1,0,0,1","0,1,0,1,0,1,0,1,1,1",1,"4,9,1,6,3,6,2,2,0,2,7,3,4,4,7,6,0,8,9,5,5,8,9,1,8,7,3,5,0,1","1,8,4,0,2,5,9,3,7,6","1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1","1,1,0,0,0,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0","2734,1091,1203,710,773,1705,895,973,1212,696,692,843,1428,323,360,639,813,726,1381,1096,2136,2907,1046,831,1236,1197,2913,2049,1659,636","716,514,271,325,657,436,1490,1658,1821,1273",9015,349,53558,4589,238467,305979,NA,"13:07:07 07/09/19 UTC","Tue Jul 09 2019 14:07:13 GMT 0100 (Irish Standard Time)","13:07:13 07/09/19 UTC",1,"category_change_1","13:12:04 07/09/19 UTC","no","0101010111","1010101000","1010101001","1010101001",7,8,-1,4,5,-1,0.5,0.4,-0.1,"s71133050",1
"37","cL333278","s27524210","C","L",39,1,"init","vit","lem",1,TRUE,FALSE,"0,1,1,1,0,0,0,0,1,1","0,1,1,1,0,0,1,1,0,0",6,"3,2,0,0,4,2,1,5,1,0,0,3,0,9,5,7,2,8,1,2,0,6,1,0,0,3,4,0,0,1","4,9,6,1,0,8,7,2,5,3","0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,1","0,0,1,1,0,0,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,0","884,1125,776,595,854,1366,1305,1131,530,598,1004,1101,835,1351,1340,935,1073,919,1252,950,753,1275,1274,1352,915,1957,618,757,832,653","1841,1223,993,1219,582,816,773,812,910,1223",25542,300,46885,16537,217109,306373,5,"13:05:14 07/09/19 UTC","Tue Jul 09 2019 08:05:14 GMT-0500 (Central Daylight Time)","13:05:14 07/09/19 UTC",0,"category_change_1","13:09:55 07/09/19 UTC","no","0111001100","1000110011","0111000011","1000111100",4,3,1,5,5,0,0.5,0.5,0,"39",1
"38","cL895502","s30849922","C","L",38,2,"cL435812","pon","fud",1,TRUE,TRUE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,0,0,0",10,"2,1,1,7,4,0,5,2,0,1,9,8,0,2,1,0,0,3,0,2,0,1,0,3,6,0,0,4,3,5","1,5,9,8,7,4,0,2,6,3","1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0","1,1,0,0,0,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5850,2686,1760,2841,1447,1250,1600,1764,1325,1584,1651,1325,1035,2281,1494,1332,894,981,1314,1937,17693,1270,1841,2469,6099,4448,1580,1627,1514,1850","3055,2423,2827,2421,4661,2533,3965,1391,2070,3010",21944,965,16669,1687,300821,342086,6,"13:10:24 07/09/19 UTC","Tue Jul 09 2019 18:40:21 GMT 0530 (India Standard Time)","13:10:21 07/09/19 UTC",0,"category_change_1","13:15:44 07/09/19 UTC","no","1111110000","1111110000","1111110000","1111110000",1,1,0,6,6,0,0.4,0.4,0,"38",2
"39","iL314595","s35673330","I","L",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"0,0,0,0,0,1,0,1,1,1","0,0,0,0,0,0,0,1,1,1",9,"4,3,7,5,0,0,0,0,8,1,1,1,5,6,0,0,9,0,2,2,2,0,2,3,1,3,0,0,4,1","3,7,6,9,4,5,8,1,0,2","0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0","0,1,0,1,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","864,857,758,580,464,430,595,510,676,465,2317,516,1134,655,459,481,612,466,613,499,634,521,712,586,536,600,529,578,899,505","778,627,960,552,400,537,647,513,455,448",4061,235,26207,1725,184018,623454,NA,"13:05:34 07/09/19 UTC","Tue Jul 09 2019 08:54:52 GMT-0400 (Eastern Daylight Time)","12:54:52 07/09/19 UTC",0,"category_change_1","13:15:53 07/09/19 UTC","no","0000000111","1111111000","0000010111","1111101000",1,3,-2,7,6,1,0.4,0.3,-0.1,"s35673330",3
"40","cL925074","s97027258","C","L",45,1,"init","dap","mig",1,TRUE,FALSE,"0,0,0,0,1,1,1,1,0,1","0,0,0,0,1,1,1,1,1,1",9,"9,6,0,2,2,8,0,7,5,0,3,1,0,2,1,2,0,4,0,1,4,5,0,0,0,3,3,1,1,0","1,2,0,5,8,9,7,6,4,3","0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0","0,0,0,1,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5131,2263,2432,2339,1534,1348,2168,1587,2029,1356,3228,1188,1233,2040,1123,2436,1075,1172,1062,975,1202,947,1043,1056,986,1222,1436,1050,978,896","915,916,847,1356,804,752,1005,912,1789,1223",14407,248,256018,14534,244066,529273,9,"13:06:09 07/09/19 UTC","Tue Jul 09 2019 08:06:07 GMT-0500 (Central Daylight Time)","13:06:07 07/09/19 UTC",0,"category_change_1","13:14:43 07/09/19 UTC","no","0000111111","1111000000","0000111101","1111000010",1,3,-2,4,5,-1,0.5,0.4,-0.1,"45",1
"41","iR592094","s87572895","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,1,0,1,1,1,0,1,0,0","0,1,1,1,0,0,1,1,0,0",6,"4,9,9,6,7,8,8,6,8,0,9,8,9,9,6,7,9,4,5,9,2,7,7,8,5,3,9,1,9,9","6,7,4,9,1,5,2,0,8,3","1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0","1,1,0,0,1,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1377,1007,671,895,797,609,979,675,675,1223,914,657,458,590,336,490,5136,520,759,626,571,614,832,619,456,379,539,510,302,865","817,728,779,906,716,1142,1317,370,280,507",13090,218,25345,1023,195680,235357,NA,"13:08:25 07/09/19 UTC","Tue Jul 09 2019 09:08:25 GMT-0400 (Eastern Daylight Time)","13:08:25 07/09/19 UTC",1,"category_change_1","13:12:07 07/09/19 UTC","no","0111001100","1000110011","0101110100","1010001011",4,6,-2,5,5,0,0.5,0.5,0,"s87572895",1
"42","iU155543","s37572998","I","U",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"1,0,1,1,0,0,0,0,1,1","1,1,0,0,0,1,0,0,1,1",6,"9,1,4,6,7,3,2,4,2,8,8,1,0,2,8,9,5,5,4,6,0,5,3,1,6,7,9,0,7,3","4,6,1,8,3,5,2,7,0,9","1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0","0,0,1,1,0,1,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2144,1452,1542,1511,1778,1455,1191,1775,1731,1786,1478,1302,1706,1686,1397,2013,2660,1393,1273,1121,2948,1170,1218,1770,1060,1029,1660,2179,1329,1626","2457,1543,1659,1647,1648,2538,1319,2113,1591,1482",15110,231,53834,99304,239333,944591,NA,"13:07:42 07/09/19 UTC","Tue Jul 09 2019 09:07:42 GMT-0400 (Eastern Daylight Time)","13:07:42 07/09/19 UTC",1,"category_change_1","13:23:11 07/09/19 UTC","no","1100010011","1100010011","1011000011","1011000011",4,4,0,5,5,0,0.5,0.5,0,"s37572998",3
"43","iR184010","s98922110","I","R",NA,NA,NA,"buv","kal",1,FALSE,FALSE,"0,0,1,0,0,0,1,1,1,1","0,0,0,0,1,1,1,1,1,1",7,"9,5,9,5,8,7,6,7,7,6,9,0,9,4,9,9,4,9,9,8,6,9,7,9,1,8,3,8,8,2","0,1,7,9,3,8,2,5,6,4","0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0","0,0,1,1,0,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","22370,2209,3755,6761,3402,3701,1524,1584,1539,1485,1453,1274,1036,1220,1086,1087,1141,1019,1004,1271,1893,991,1334,950,1237,1093,1168,1550,1364,1090","1239,1320,1460,1203,4927,1219,1887,1520,1090,2253",20851,263,67570,70188,283186,442057,NA,"13:06:52 07/09/19 UTC","Tue Jul 09 2019 08:06:52 GMT-0500 (Central Daylight Time)","13:06:52 07/09/19 UTC",0,"category_change_1","13:13:53 07/09/19 UTC","no","0000111111","1111000000","0010001111","1101110000",1,3,-2,4,5,-1,0.5,0.4,-0.1,"s98922110",1
"44","iL800824","s51413616","I","L",NA,NA,NA,"gos","tef",1,FALSE,FALSE,"1,0,0,1,1,0,0,0,1,1","1,1,0,0,0,1,1,0,0,1",4,"6,1,1,8,0,3,0,2,1,0,0,2,1,1,5,3,3,5,0,2,4,9,0,7,4,0,0,0,2,0","4,9,8,0,1,3,2,7,6,5","1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,1","0,1,0,1,1,0,0,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3163,1579,1471,1798,1369,1926,2543,4981,1511,2296,1717,1526,1727,2416,3614,1928,1341,2211,2744,2766,1521,3248,3370,2945,1574,1507,1313,1781,1503,1052","1528,6769,1064,1140,1215,897,2811,924,4411,1378",14587,314,70997,63018,264150,413066,NA,"13:07:08 07/09/19 UTC","Tue Jul 09 2019 10:07:06 GMT-0300 (Brasilia Standard Time)","13:07:06 07/09/19 UTC",0,"category_change_1","13:13:47 07/09/19 UTC","no","1100011001","1100011001","1001100011","1001100011",4,4,0,5,5,0,0.5,0.5,0,"s51413616",1
