"","X","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"131",133,"iR449920","s54766749","I","R",NA,NA,NA,"gos","tef",2,FALSE,FALSE,"0,0,0,0,1,1,1,0,1,1","0,0,0,0,0,1,0,1,1,1",7,"9,9,8,0,9,7,6,1,9,2,6,9,4,4,5,8,8,7,8,9,8,7,3,7,9,9,9,9,6,5","6,2,9,7,1,4,5,3,8,0","1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0","0,0,1,1,0,0,1,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1100,1642,1695,936,1125,1187,2369,959,1404,1223,2459,1437,953,1423,1442,1392,1321,2654,1936,3003,2087,3443,1112,2058,1297,2236,1434,2295,2743,2438","2786,1075,1099,2210,1089,985,1289,823,1806,975",7478,235,42979,12195,237819,554146,NA,"19:21:34 01/22/20 UTC","Wed Jan 22 2020 11:21:35 GMT-0800 (Pacific Standard Time)","19:21:35 01/22/20 UTC",1,"category_change_2","19:30:41 01/22/20 UTC","no","0000010111","1111101000","0000111011","1111000100",3,3,0,6,5,1,0.5,0.4,-0.1,"s54766749",2
"132",134,"cU506588","s57390683","C","U",13,6,"cU219338","pon","fud",1,TRUE,FALSE,"0,1,0,1,1,1,1,1,1,1","0,0,0,1,1,1,1,1,1,1",9,"6,4,4,4,1,3,0,3,0,6,1,9,8,8,7,0,5,5,7,2,6,7,2,9,1,9,5,3,2,8","6,8,2,0,9,3,5,7,1,4","0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1","1,1,0,0,1,1,1,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1658,1092,790,787,836,600,796,744,549,605,634,770,739,661,688,1473,697,891,658,1510,587,644,1271,625,1119,544,674,2005,1051,606","722,868,1551,2353,722,1302,956,1199,1943,928",16598,183,39466,17206,213337,286790,"5","19:51:50 01/22/20 UTC","Wed Jan 22 2020 11:51:49 GMT-0800 (Pacific Standard Time)","19:51:49 01/22/20 UTC",0,"category_change_2","19:56:20 01/22/20 UTC","no","0001111111","1110000000","0101111111","1010000000",1,3,-2,3,2,1,0.2,0.3,0.1,"13",6
"133",135,"iR441722","s65792586","I","R",NA,NA,NA,"buv","kal",2,FALSE,FALSE,"0,0,0,0,0,0,0,1,0,1","0,1,1,1,1,0,0,0,0,0",4,"8,8,8,9,2,8,9,9,1,3,9,6,9,5,4,6,9,5,4,7,0,9,7,9,8,9,9,7,6,7","4,1,0,6,2,8,3,7,9,5","0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1","1,1,0,0,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","5411,3171,2216,4316,5258,3195,4908,1863,1902,3085,2058,2451,1795,6614,3060,5177,1445,3740,2055,1355,2901,17262,13846,3400,2635,5914,4113,16110,5948,2443","3586,3507,2484,4314,2626,13976,9545,3514,3457,2736",38643,3346,75618,20755,353112,802699,NA,"19:26:51 01/22/20 UTC","Wed Jan 22 2020 12:26:51 GMT-0700 (Mountain Standard Time)","19:26:51 01/22/20 UTC",0,"category_change_2","19:39:35 01/22/20 UTC","no","0111100000","1000011111","0000000101","1111111010",2,3,-1,6,8,-2,0.2,0.4,0.2,"s65792586",2
"134",136,"cR801069","s71911898","C","R",16,4,"cR499998","seb","nuk",1,TRUE,FALSE,"1,1,1,0,0,1,0,1,0,1","1,1,1,0,0,0,0,1,1,1",8,"9,3,9,8,9,2,9,0,8,8,5,5,1,9,6,9,7,7,4,9,8,9,8,6,9,7,7,9,4,6","3,9,2,8,4,5,1,7,0,6","1,1,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,0","0,1,1,1,0,0,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,1","4137,1717,1193,1492,1360,1323,939,1922,1237,1177,1968,1092,1066,843,355,1076,491,860,1548,1075,1060,1559,2333,483,2124,416,1391,942,1924,693","1615,3204,1168,1035,993,835,520,283,324,476",5872,182,42416,20245,234510,303225,"5","19:41:12 01/22/20 UTC","Wed Jan 22 2020 11:41:13 GMT-0800 (Pacific Standard Time)","19:41:13 01/22/20 UTC",0,"category_change_2","19:46:10 01/22/20 UTC","no","1110000111","1110000111","1110010101","1110010101",2,6,-4,6,6,0,0.4,0.4,0,"16",4
"135",137,"iL614069","s53762739","I","L",NA,NA,NA,"dap","mig",4,FALSE,FALSE,"0,0,1,0,1,0,1,0,1,1","0,0,1,1,1,0,0,0,0,0",6,"0,3,6,2,2,0,8,7,0,3,2,3,4,1,9,0,0,5,1,1,0,0,1,1,5,0,0,2,4,0","1,0,9,4,8,5,3,2,7,6","1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0","0,0,0,1,0,0,1,1,0,0","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,1,0","1897,1571,1028,1562,741,780,2161,867,1514,2122,1524,820,1212,1451,1341,901,1061,1156,1173,1141,699,932,952,639,1890,825,605,747,988,696","1555,670,1695,903,1020,612,797,792,786,834",45451,551,245653,32007,209630,1241347,NA,"19:28:02 01/22/20 UTC","Wed Jan 22 2020 14:28:02 GMT-0500 (Eastern Standard Time)","19:28:02 01/22/20 UTC",0,"category_change_2","19:47:58 01/22/20 UTC","no","0011100000","1100011111","0010101011","1101010100",2,7,-5,7,5,2,0.5,0.3,-0.2,"s53762739",4
"136",138,"iU494306","s18778360","I","U",NA,NA,NA,"gos","tef",4,TRUE,TRUE,"0,0,1,1,1,1,1,0,0,0","0,0,1,1,1,1,1,0,0,0",10,"2,1,0,7,2,9,8,3,6,8,7,0,5,8,0,6,9,5,4,1,4,3,1,7,6,4,2,9,3,5","9,0,2,6,5,4,3,1,8,7","1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1","0,0,1,1,1,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0","1710,1324,2059,1886,1289,3354,2164,1089,1068,986,1554,1228,1894,1272,1046,2025,1852,992,1358,1180,1554,2894,1026,1005,918,1721,1131,1238,1206,1440","1182,1161,1175,1027,1026,1005,1639,1135,846,946",37154,248,144879,104409,225924,1236936,"21","19:20:17 01/22/20 UTC","Wed Jan 22 2020 14:20:16 GMT-0500 (Eastern Standard Time)","19:20:16 01/22/20 UTC",1,"category_change_2","19:40:16 01/22/20 UTC","no","0011111000","1100000111","0011111000","1100000111",2,2,0,5,5,0,0.5,0.5,0,"s18778360",4
"137",139,"cR349691","s90865973","C","R",25,3,"cR504505","pon","fud",1,TRUE,FALSE,"0,1,1,1,0,0,0,0,0,0","0,1,1,0,0,0,0,0,0,0",9,"7,6,3,7,5,9,9,9,6,9,4,2,7,5,6,8,9,8,0,7,9,8,9,4,9,9,1,9,8,8","3,4,6,5,1,0,2,7,8,9","0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0","0,0,0,0,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,1,0,0,0,0,0","4006,1204,1006,1017,1230,1116,992,791,753,918,1058,1070,816,1145,1086,1085,815,832,1036,874,683,860,769,1992,482,499,1003,666,422,479","1269,660,1460,322,255,1770,833,696,369,260",7167,281,96145,19204,223809,346607,"6","19:31:54 01/22/20 UTC","Wed Jan 22 2020 12:31:54 GMT-0700 (Mountain Standard Time)","19:31:54 01/22/20 UTC",0,"category_change_2","19:37:34 01/22/20 UTC","no","0110000000","1001111111","0111000000","1000111111",2,2,0,8,7,1,0.3,0.2,-0.1,"25",3
"138",140,"iL585712","s38311926","I","L",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,1,1,0,0,1,1,1,1,1","1,1,1,1,0,1,1,1,1,1",9,"0,2,4,2,0,3,2,2,1,0,8,5,1,7,0,4,0,0,1,0,9,1,3,1,0,3,0,6,5,0","6,7,8,5,2,3,4,0,1,9","1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1","1,1,1,1,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","857,989,1097,1016,1018,1001,1185,786,919,849,902,1147,745,694,635,1169,813,630,682,491,821,911,1339,697,673,1028,646,671,934,682","693,611,504,2146,941,741,1484,681,568,845",11447,166,27092,15781,195234,703996,NA,"19:23:49 01/22/20 UTC","Wed Jan 22 2020 14:23:50 GMT-0500 (Eastern Standard Time)","19:23:50 01/22/20 UTC",0,"category_change_2","19:35:22 01/22/20 UTC","no","1111011111","1111011111","1110011111","1110011111",2,2,0,9,8,1,0.2,0.1,-0.1,"s38311926",3
"139",141,"cR818873","s15247353","C","R",16,5,"cR801069","gos","tef",1,TRUE,FALSE,"1,1,1,0,0,0,0,1,1,1","0,0,0,0,0,1,1,1,1,1",5,"8,9,7,6,9,7,3,8,9,9,7,9,9,4,8,9,2,5,1,5,0,4,6,7,8,9,9,8,6,9","6,4,9,2,7,1,3,5,0,8","0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1","1,0,1,0,1,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3878,1108,1529,969,1028,1427,1964,1177,1075,1003,1288,1131,1109,1085,1293,1085,983,1148,1076,781,958,761,1277,968,941,958,912,1030,761,1161","1226,979,991,1042,927,694,802,1059,951,586",8986,259,41666,14377,218356,283644,"5","19:46:19 01/22/20 UTC","Wed Jan 22 2020 12:46:21 GMT-0700 (Mountain Standard Time)","19:46:21 01/22/20 UTC",0,"category_change_2","19:50:54 01/22/20 UTC","no","0000011111","1111100000","1110000111","1110000111",1,2,-1,5,6,-1,0.4,0.5,0.1,"16",5
"140",142,"iU970554","s42690143","I","U",NA,NA,NA,"pon","fud",3,TRUE,TRUE,"0,0,0,0,0,1,1,1,1,0","0,0,0,0,0,1,1,1,1,0",10,"1,0,1,3,0,7,1,7,4,9,8,6,2,5,0,2,3,6,9,4,2,5,9,5,4,3,6,8,7,8","2,4,5,1,6,0,9,8,3,7","0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,1","0,0,1,0,1,0,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1053,632,2064,2473,996,937,644,958,3182,1357,1351,2199,847,1797,791,943,1363,1179,833,848,757,1011,2876,2790,806,1178,932,844,1063,1401","759,3738,864,639,995,799,894,1300,682,1627",7484,188,36718,22534,218270,924715,"15","19:25:19 01/22/20 UTC","Wed Jan 22 2020 11:25:18 GMT-0800 (Pacific Standard Time)","19:25:18 01/22/20 UTC",0,"category_change_2","19:40:36 01/22/20 UTC","no","0000011110","1111100001","0000011110","1111100001",2,2,0,6,6,0,0.4,0.4,0,"s42690143",3
"141",143,"iU118991","s25432883","I","U",NA,NA,NA,"seb","nuk",6,FALSE,FALSE,"1,1,1,0,0,1,1,0,1,0","1,1,0,0,0,0,0,1,1,0",6,"1,0,9,8,6,4,3,6,6,8,8,5,0,3,5,2,9,4,1,3,2,5,9,4,2,7,1,7,7,0","6,5,9,0,3,2,8,7,1,4","1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1","0,0,0,1,0,0,1,1,1,0","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","1,0,0,0,0,0,0,0,0,0","1829,1450,1293,926,1321,1216,2072,1053,914,1059,1222,886,1757,1212,1983,1090,1352,4308,1005,1233,1042,1242,1055,3172,1039,3427,952,3247,1563,926","1423,1426,1476,837,1147,1896,2579,1158,1240,1093",6311,139,41532,5826,228570,1552935,NA,"19:26:37 01/22/20 UTC","Wed Jan 22 2020 14:26:33 GMT-0500 (Eastern Standard Time)","19:26:33 01/22/20 UTC",0,"category_change_2","19:52:24 01/22/20 UTC","no","1100000110","1100000110","1110011010","1110011010",3,5,-2,4,6,-2,0.4,0.4,0,"s25432883",6
"142",144,"iR612907","s24305210","I","R",NA,NA,NA,"buv","kal",5,FALSE,FALSE,"1,0,0,1,0,0,0,0,0,0","1,1,0,0,1,0,1,0,0,0",6,"9,5,1,4,2,8,4,7,8,5,9,8,9,8,7,0,8,7,6,6,9,9,9,9,9,9,7,3,6,9","8,2,6,4,9,1,0,5,7,3","0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0","0,0,1,1,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,0,0,0,0,0","741,854,1388,1013,412,509,1032,447,403,377,413,438,514,546,1468,1869,398,553,559,595,367,559,313,345,794,542,1316,1525,442,1075","512,2118,488,934,463,2720,2026,492,576,1346",7523,266,27594,10476,192032,1060110,NA,"19:23:07 01/22/20 UTC","Wed Jan 22 2020 14:23:13 GMT-0500 (Eastern Standard Time)","19:23:13 01/22/20 UTC",0,"category_change_2","19:40:39 01/22/20 UTC","no","1100101000","1100101000","1001000000","1001000000",5,3,2,4,2,2,0.2,0.4,0.2,"s24305210",5
"143",145,"iR855403","s51450383","I","R",NA,NA,NA,"vit","lem",1,FALSE,FALSE,"1,1,0,0,1,1,0,0,1,0","0,0,1,1,1,1,1,0,1,0",5,"9,9,0,9,6,5,9,7,8,9,7,3,8,8,6,9,9,9,9,9,1,5,6,4,7,2,8,4,8,7","8,6,0,4,1,2,5,9,7,3","1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1","1,1,0,1,0,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2891,1405,2588,6949,3023,1978,3380,1911,2068,3119,14328,1905,3419,3069,3271,3692,1345,1187,1324,1072,1204,3036,2457,1602,1330,1793,2758,1726,2329,1377","3720,3188,3684,1755,2338,2056,3239,1306,1555,1047",29836,784,244366,27898,307409,610292,NA,"19:28:27 01/22/20 UTC","Wed Jan 22 2020 12:28:27 GMT-0700 (Mountain Standard Time)","19:28:27 01/22/20 UTC",1,"category_change_2","19:38:07 01/22/20 UTC","no","0011111010","1100000101","1100110010","1100110010",4,5,-1,4,5,-1,0.5,0.4,-0.1,"s51450383",1
"144",146,"iL358219","s80216589","I","L",NA,NA,NA,"dap","mig",4,FALSE,FALSE,"0,0,1,1,1,1,1,1,1,0","1,0,1,1,1,1,1,0,0,1",6,"5,3,8,1,0,0,0,4,2,1,0,2,3,1,4,3,2,9,6,2,1,0,0,0,5,0,0,7,1,0","3,1,0,2,6,7,5,8,9,4","1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0","1,0,1,1,1,0,1,0,1,1","0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2021,913,991,977,958,656,681,1320,2121,1228,1174,878,1790,1806,816,741,603,807,2182,3553,928,1904,857,905,1625,2821,1674,1040,1862,11830","1437,3840,1018,692,957,996,706,870,976,883",9628,332,37217,33239,233564,1684450,NA,"19:26:44 01/22/20 UTC","Wed Jan 22 2020 11:26:44 GMT-0800 (Pacific Standard Time)","19:26:44 01/22/20 UTC",0,"category_change_2","19:54:39 01/22/20 UTC","no","1011111001","1011111001","0011111110","1100000001",4,2,2,7,3,4,0.3,0.3,0,"s80216589",4
"145",147,"iU426276","s69453789","I","U",NA,NA,NA,"buv","kal",4,TRUE,TRUE,"0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0",10,"4,7,1,1,6,5,5,2,9,5,3,4,1,7,8,9,0,2,3,0,3,9,8,0,2,7,4,6,6,8","9,4,5,8,7,2,0,3,1,6","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","511,367,230,316,309,560,355,619,374,402,314,339,289,357,263,287,587,1589,588,688,377,855,404,70,515,337,706,362,316,607","327,276,246,121,244,289,370,238,305,342",5796,300,41795,3878,178075,888337,"15","20:18:06 01/22/20 UTC","Wed Jan 22 2020 15:18:06 GMT-0500 (Eastern Standard Time)","20:18:06 01/22/20 UTC",1,"category_change_2","20:32:48 01/22/20 UTC","no","0000000000","1111111111","0000000000","1111111111",0,0,0,10,10,0,0,0,0,"s69453789",4
"146",148,"cL140462","s60263828","C","L",44,6,"cL584197","buv","kal",1,TRUE,FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,1,0,0",9,"2,1,0,1,3,6,4,8,0,1,0,5,0,4,9,3,0,0,5,2,7,3,0,1,0,0,2,0,2,1","2,3,4,8,0,6,9,1,5,7","1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1","1,1,1,0,1,0,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1274,992,659,766,1014,681,741,802,753,671,1423,1427,812,819,1011,504,845,494,489,440,1101,865,816,732,544,711,1362,606,364,751","616,1043,775,977,361,2411,753,637,837,1086",7471,194,47858,8314,202956,266793,"4","19:53:35 01/22/20 UTC","Wed Jan 22 2020 11:53:35 GMT-0800 (Pacific Standard Time)","19:53:35 01/22/20 UTC",0,"category_change_2","19:57:54 01/22/20 UTC","no","1111110100","1111110100","1111110000","1111110000",3,1,2,7,6,1,0.4,0.3,-0.1,"44",6
"147",149,"iU887423","s92234007","I","U",NA,NA,NA,"seb","nuk",2,FALSE,FALSE,"0,1,0,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",8,"2,6,1,4,3,0,4,9,5,5,7,5,9,1,6,7,8,6,1,2,0,8,7,2,9,3,0,8,3,4","6,0,5,2,9,8,4,3,7,1","1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1","1,0,1,1,1,1,1,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1313,2351,2516,2525,1210,2656,2617,4438,6318,2606,3124,4957,3010,4285,2749,2926,1604,1347,1524,1294,3022,2488,1992,2448,1598,1550,1601,1471,1337,1597","2208,2495,1462,3073,3777,1134,1066,1444,1258,2032",11156,216,29550,17611,264514,618454,NA,"19:23:40 01/22/20 UTC","Wed Jan 22 2020 13:23:41 GMT-0600 (Central Standard Time)","19:23:41 01/22/20 UTC",0,"category_change_2","19:33:47 01/22/20 UTC","no","0011111111","1100000000","0101111111","1010000000",1,3,-2,2,2,0,0.2,0.2,0,"s92234007",2
"148",150,"iU707225","s29468496","I","U",NA,NA,NA,"seb","nuk",2,FALSE,FALSE,"0,1,1,1,1,0,0,0,0,0","0,1,1,1,0,0,1,0,0,0",8,"4,1,3,3,3,8,0,5,1,9,6,1,0,5,7,8,6,7,9,5,4,0,8,6,2,4,2,9,2,7","0,4,1,7,5,6,3,2,8,9","0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0","0,0,1,0,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,1,0,0,0,0,0,0,0,0","3896,1030,3069,946,998,1285,1642,871,844,1094,2258,1122,969,1084,1003,979,985,2571,897,1364,1065,854,1283,2036,1702,2926,1196,1124,1348,986","6126,1923,1137,891,1661,788,1564,3957,819,1027",7858,250,40968,19955,226624,565109,NA,"19:24:59 01/22/20 UTC","Wed Jan 22 2020 11:25:00 GMT-0800 (Pacific Standard Time)","19:25:00 01/22/20 UTC",0,"category_change_2","19:34:17 01/22/20 UTC","no","0111001000","1000110111","0111100000","1000011111",4,2,2,6,6,0,0.4,0.4,0,"s29468496",2
"149",151,"iU908620","s22011643","I","U",NA,NA,NA,"pon","fud",3,FALSE,FALSE,"0,0,0,0,0,0,1,0,1,1","0,0,0,0,0,0,1,1,1,1",9,"5,5,4,8,6,9,4,7,2,3,6,5,0,9,3,8,4,7,0,2,9,0,3,8,6,7,2,1,1,1","3,0,9,4,5,6,1,7,2,8","0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0","0,0,1,0,0,1,0,1,0,1","0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1011,577,672,510,757,845,689,1394,628,444,529,721,979,1054,943,1587,689,922,771,614,661,522,575,1021,707,1284,696,461,598,498","628,539,673,521,888,727,521,854,557,607",16479,331,18956,9392,192393,635626,NA,"19:23:23 01/22/20 UTC","Wed Jan 22 2020 14:23:22 GMT-0500 (Eastern Standard Time)","19:23:22 01/22/20 UTC",0,"category_change_2","19:33:42 01/22/20 UTC","no","0000001111","1111110000","0000001011","1111110100",1,3,-2,6,7,-1,0.3,0.4,0.1,"s22011643",3
"150",152,"iR365927","s43700920","I","R",NA,NA,NA,"buv","kal",4,FALSE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,"9,9,9,8,7,8,8,6,6,9,4,9,7,8,3,5,7,1,9,8,9,2,7,9,9,5,9,4,0,6","9,4,0,8,2,5,6,7,3,1","1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0","1,0,0,1,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1289,963,1039,2085,1108,1075,1079,1009,986,879,968,1011,2477,1069,1058,2348,1126,983,1010,1151,1089,981,1090,1044,1084,923,999,1052,960,1743","1021,1021,957,1146,858,4247,1132,1034,988,1070",11117,232,143233,29795,219113,1175431,NA,"19:26:35 01/22/20 UTC","Wed Jan 22 2020 14:26:35 GMT-0500 (Eastern Standard Time)","19:26:35 01/22/20 UTC",1,"category_change_2","19:45:59 01/22/20 UTC","no","0000011111","1111100000","0000001111","1111110000",1,1,0,5,6,-1,0.4,0.5,0.1,"s43700920",4
"151",153,"iL748383","s70615400","I","L",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"0,0,0,0,0,1,1,1,1,1","0,0,0,0,0,0,1,0,1,1",8,"0,5,1,5,3,6,3,0,0,2,0,0,4,3,2,0,9,0,0,1,8,1,0,7,2,1,2,0,1,4","7,1,6,0,5,4,9,2,3,8","0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0","0,0,1,0,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","761,767,655,782,841,696,797,1124,720,4158,2020,1994,705,2274,890,745,774,798,673,838,800,772,663,3401,1038,669,643,565,2023,2572","1258,727,1371,738,1137,578,611,574,843,610",10115,166,85805,15240,315218,1188491,NA,"19:21:59 01/22/20 UTC","Wed Jan 22 2020 14:22:00 GMT-0500 (Eastern Standard Time)","19:22:00 01/22/20 UTC",0,"category_change_2","19:41:37 01/22/20 UTC","no","0000001011","1111110100","0000011111","1111100000",3,1,2,7,5,2,0.5,0.3,-0.2,"s70615400",3
"152",154,"iU960818","s96677709","I","U",NA,NA,NA,"buv","kal",3,FALSE,FALSE,"1,1,1,1,1,1,1,1,0,0","1,1,1,1,0,1,0,0,0,0",7,"0,1,7,3,0,5,7,5,3,8,9,5,6,4,1,2,6,8,3,7,4,1,8,6,2,4,9,2,9,0","3,5,1,4,0,9,2,6,8,7","1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1","1,1,1,0,1,0,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","9757,847,1065,1135,795,1437,1121,1010,1008,852,1232,828,1070,912,847,906,1193,1961,996,752,878,746,1080,1532,823,978,1138,885,1402,1071","974,2080,1051,1248,715,1173,836,1657,1285,1002",5974,150,37634,14552,218516,806656,NA,"19:25:01 01/22/20 UTC","Wed Jan 22 2020 13:25:00 GMT-0600 (Central Standard Time)","19:25:00 01/22/20 UTC",0,"category_change_2","19:38:22 01/22/20 UTC","no","1111010000","1111010000","1111111100","1111111100",3,1,2,5,8,-3,0.2,0.5,0.3,"s96677709",3
